RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
66256,mp2000_ev,64065,,64065,63130,25048,ch0060050531,blockwise,evo,不能让他那么做！我必须得赶快追上他……,こうしてはいられません！私、急いで追いかけないと……,こうしてはいられません！私、急いで追いかけないと……
66257,mp2000_ev,64082,,64082,63232,25049,ch0020050532,blockwise,evo,我们也一起去。,僕たちも付き合うよ。,僕たちも付き合うよ。
66258,mp2000_ev,64084,,64084,63244,25050,ch0020050533,blockwise,evo,如果动作快一点，或许能在他到达卢安市之前追上。,急げば、ルーアンに行くまでに何とか追いつけるかもしれない。,急げば、ルーアンに行くまでに何とか追いつけるかもしれない。
66259,mp2000_ev,64096,,64096,63316,24589,ch0410050534,blockwise,evo,克萝赛姐姐……,クローゼお姉ちゃん……,クローゼお姉ちゃん……
66260,mp2000_ev,64109,,64109,63394,25052,ch0060050535,blockwise,evo,不用担心。我们一定会把克拉姆带回来的。,心配しないで。クラム君は必ず連れ戻すから。,心配しないで。クラム君は必ず連れ戻すから。
66261,mp2000_ev,64112,,64112,63412,25053,ch0060050536,blockwise,evo,玛丽，你要照顾好其他孩子哦。,マリィちゃんは他の子たちの面倒をみてあげてね。,マリィちゃんは他の子たちの面倒をみてあげてね。
66262,mp2000_ev,64115,,64115,63430,24592,ch0410050537,blockwise,evo,嗯……哥哥姐姐，拜托了！,うん……お姉ちゃんたち、お願いね！,うん……お姉ちゃんたち、お願いね！
66263,mp2000_ev,64152,,64152,63652,25055,ch0010050538,blockwise,evo,好，我们赶快返回卢安市！,それじゃあ急いでルーアンに引き返しましょ！,それじゃあ急いでルーアンに引き返しましょ！
66264,mp2000_ev,64155,,64155,63670,25056,ch0060050539,blockwise,evo,嗯……！,はい……！,はい……！
66265,mp2000_ev,64794,,64794,64637,19998,ch0010050565,blockwise,evo,……没在路上看见那孩子。,……街道にはいなかったね。,……街道にはいなかったね。
66266,mp2000_ev,64796,,64796,64649,19999,ch0010050566,blockwise,evo,难道已经闯到那帮人的地盘了……,まさか、もう連中の所に乗り込んでいったんじゃ……,まさか、もう連中の所に乗り込んでいったんじゃ……
66267,mp2000_ev,64799,,64799,64667,20000,ch0060050567,blockwise,evo,…………………………,…………………………,…………………………
66268,mp2000_ev,64802,,64802,64685,20001,ch0020050568,blockwise,evo,总之，赶快去南街区的仓库吧。,とにかく南の倉庫区画に急ごう。,とにかく南の倉庫区画に急ごう。
66269,mp2000_ev,66640,,66640,65539,20002,ch0020050592,blockwise,evo,糟了，已经是正午了……！,しまった、もう昼前か……！,しまった、もう昼前か……！
66270,mp2000_ev,66724,,66724,65935,20003,ch0060050593,blockwise,evo,啊……！,ああっ……！,ああっ……！
66271,mp2000_ev,66726,,66726,65947,20004,ch0060050594,blockwise,evo,克拉姆，等等！,クラム君、待って！,クラム君、待って！
66272,mp2000_ev,66740,,66740,66031,20005,ch0020050595,blockwise,evo,不行……他根本听不见。,駄目だ……聞こえていないみたいだ。,駄目だ……聞こえていないみたいだ。
66273,mp2000_ev,66743,,66743,66049,20006,ch0010050596,blockwise,evo,真是的！桥怎么偏偏在这种时候分开！,も～っ！どうしてこんな時に橋がっ！,も〜っ！どうしてこんな時に橋がっ！
66274,mp2000_ev,66745,,66745,66061,20007,ch0010050597,blockwise,evo,这下要足足等三十分钟啊！,３０分も待ってられないわよ！,３０分も待ってられないわよ！
66275,mp2000_ev,66756,,66756,66127,20008,ch0060050598,blockwise,evo,怎么会……再这样下去，那孩子就……,そんな……このままじゃあの子が……,そんな……このままじゃあの子が……
66276,mp2000_ev,66760,,66760,66151,20009,ch0060050599,blockwise,evo,怎么办……该怎么办才好……,どうしよう……どうすれば……,どうしよう……どうすれば……
66277,mp2000_ev,66766,,66766,66187,20010,ch0020050600,blockwise,evo,克萝赛，冷静点。,クローゼさん、落ち着いて。,クローゼさん、落ち着いて。
66278,mp2000_ev,66773,,66773,66229,20011,ch0020050601,blockwise,evo,你忘了自己昨天对我们说过的话了吗？,忘れたのかい？君が教えてくれたことを。,忘れたのかい？君が教えてくれたことを。
66279,mp2000_ev,66780,,66780,66271,20012,ch0060050602,blockwise,evo,哎……？,え……,え……
66280,mp2000_ev,66782,,66782,66283,20013,ch0020050603,blockwise,evo,这座桥还未建成的时候，是用什么工具来往于两岸的？,橋が無かった頃は、何を使って向こう側と行き来していたって？,橋が無かった頃は、何を使って向こう側と行き来していたって？
66281,mp2000_ev,66791,,66791,66337,20014,ch0010050604,blockwise,evo,啊，是小船！,あ、小船ね！,あ、小船ね！
66282,mp2000_ev,66795,,66795,66361,20015,ch0060050605,blockwise,evo,……对！,……そうでした！,……そうでした！
66283,mp2000_ev,66797,,66797,66373,20016,ch0060050606,blockwise,evo,我记得酒店后面有小船出租！,確かホテルの裏手に貸しボートがあるはずです！,確かホテルの裏手に貸しボートがあるはずです！
66284,mp2000_ev,66801,,66801,66397,20017,ch0010050607,blockwise,evo,好极了！就乘那个去对岸吧！,よっしゃあ！それで向こうに渡りましょ！,よっしゃあ！それで向こうに渡りましょ！
66285,mp2000_ev,68897,,68897,67131,19692,ch1520050608,blockwise,evo,唔……？怎么了，你们几个。,ん……なんじゃお前さんたち。,ん……なんじゃお前さんたち。
66286,mp2000_ev,68901,,68901,67155,19693,ch0010050609,blockwise,evo,这船可以租给我们吗！？我们急着要去对岸！,そのボート、貸してくれる！？急いで向こう岸まで渡りたいの！,そのボート、貸してくれる！？急いで向こう岸まで渡りたいの！
66287,mp2000_ev,68910,,68910,67209,19694,ch1520050610,blockwise,evo,很遗憾，这船已经被那个什么公爵给订下了。,残念じゃが、このボートは公爵とやらの予約が入っていてな。,残念じゃが、このボートは公爵とやらの予約が入っていてな。
66288,mp2000_ev,68912,,68912,67221,19695,ch1520050611,blockwise,evo,他等一下好像要乘船戏水……,これから水遊びをするそうじゃが……,これから水遊びをするそうじゃが……
66289,mp2000_ev,68917,,68917,67251,19696,ch0010050612,blockwise,evo,怎、怎么会这样……,そ、そんな～……,そ、そんな〜……
66290,mp2000_ev,68927,,68927,67311,19697,ch0060050613,blockwise,evo,拜托了……请您一定要帮帮我们！,どうか……どうかお願いします！,どうか……どうかお願いします！
66291,mp2000_ev,68930,,68930,67329,19698,ch0060050614,blockwise,evo,如果我们不快点过去的话，有个小男孩可能会遇到危险呢！,小さな男の子が、危険な目に遭うかもしれないんです！,小さな男の子が、危険な目に遭うかもしれないんです！
66292,mp2000_ev,68933,,68933,67347,19699,ch1520050615,blockwise,evo,哎呀呀，别哭别哭。一看到小姑娘哭我就想起自己孙女来了。,泣きそうな顔をするな。孫娘のことを思い出すじゃろが。,泣きそうな顔をするな。孫娘のことを思い出すじゃろが。
66293,mp2000_ev,68941,,68941,67395,19700,ch1520050616,blockwise,evo,好了，船先借给你们吧。总之救人要紧嘛。,まあ、いいじゃろ。人助けとあらば仕方あるまい。,まあ、いいじゃろ。人助けとあらば仕方あるまい。
66294,mp2000_ev,68944,,68944,67413,19701,ch1520050617,blockwise,evo,快点上来开船吧。,とっとと乗っていくがええ。,とっとと乗っていくがええ。
66295,mp2000_ev,68949,,68949,67443,19702,ch0060050618,blockwise,evo,谢、谢谢您！,あ、ありがとうございます！,あ、ありがとうございます！
66296,mp2000_ev,68952,,68952,67461,19703,ch0010050619,blockwise,evo,老爷爷，谢谢您！,おじいさん、サンキュ！,おじいさん、サンキュ！
66297,mp2000_ev,68961,,68961,67515,19704,ch1520050620,blockwise,evo,呵呵，反正我会跟公爵说这船还在维修当中。,ふふ、公爵とやらには整備しとる最中と言っておく。,ふふ、公爵とやらには整備しとる最中と言っておく。
66298,mp2000_ev,68966,,68966,67545,19705,ch1520050621,blockwise,evo,小子，你会开船吗？,坊主、ボートの操縦は判るか？,坊主、ボートの操縦は判るか？
66299,mp2000_ev,68972,,68972,67581,19706,ch0020050622,blockwise,evo,嗯，会一点。,はい、何とか。,はい、何とか。
66300,mp2000_ev,68977,,68977,67611,19707,ch0020050623,blockwise,evo,你们俩也快上来！,それじゃあ２人とも乗って！,それじゃあ２人とも乗って！
66301,mp2000_ev,69085,,69085,68259,20489,ch0010050624,blockwise,evo,这里就是……仓库区域的最南面了。,ここは……倉庫区画の一番南側ね。,ここは……倉庫区画の一番南側ね。
66302,mp2000_ev,69145,,69145,68619,20490,ch0010050625,blockwise,evo,啊，吉克！？,あ、ジーク！？,あ、ジーク！？
66305,mp2000_ev,69154,,69154,68673,20493,ch0060050628,blockwise,evo,是吗……我知道了。,そう……わかったわ。,そう……わかったわ。
66306,mp2000_ev,69161,,69161,68715,20494,ch0060050629,blockwise,evo,……那孩子果然跑到最里面的仓库了。,……やっぱりあの子、一番奥の倉庫に行ったみたいです。,……やっぱりあの子、一番奥の倉庫に行ったみたいです。
66307,mp2000_ev,69169,,69169,68763,20495,ch0020050630,blockwise,evo,我们赶快过去吧。那帮家伙的地盘就在最里面。,急ごう。連中のたまり場は奥の方だ。,急ごう。連中のたまり場は奥の方だ。
66308,mp2000_ev,69174,,69174,68793,20496,ch0010050631,blockwise,evo,明白！,了解ッ！,了解ッ！
66309,mp2000_ev,69176,,69176,68805,20497,ch0060050632,blockwise,evo,是……！,はい……！,はい……！
66400,mp2000_ev,77994,,77994,77168,26870,ch0010060376,blockwise,evo,总之……先去找找约书亚吧。,とにかく……ヨシュアを捜しましょ。,とにかく……ヨシュアを捜しましょ。
66401,mp2000_ev,77996,,77996,77180,26871,ch0010060377,blockwise,evo,虽然不知道那个银发男子是谁……,その銀髪男が何者かは知らないけど……,その銀髪男が何者かは知らないけど……
66402,mp2000_ev,77998,,77998,77192,26872,ch0010060378,blockwise,evo,但不知为什么，总有种不好的预感。,なんだかイヤな予感がする。,なんだかイヤな予感がする。
66403,mp2000_ev,78006,,78006,77240,26873,ch0060060379,blockwise,evo,先等一下。,ちょっと待ってください。,ちょっと待ってください。
66404,mp2000_ev,78012,,78012,77276,26874,ch0060060380,blockwise,evo,……吉克！,……ジーク！,……ジーク！
66406,mp2000_ev,78059,,78059,77558,26876,ch0060060382,blockwise,evo,有事想问你。,聞きたいことがあるの。,聞きたいことがあるの。
66407,mp2000_ev,78061,,78061,77570,26877,ch0060060383,blockwise,evo,你知道约书亚去哪里了吗？,ヨシュアさんがどこに行ったかわかる？,ヨシュアさんがどこに行ったかわかる？
66409,mp2000_ev,78112,,78112,77876,26879,ch0010060385,normalized,evo,它还是这么厉害啊～,相変わらず凄いわね～。,相変わらず凄いわね〜。
66410,mp2000_ev,78114,,78114,77888,26880,ch0010060386,exact,evo,啊，那个方向是……,あれ、あっちの方角って……,あれ、あっちの方角って……
66411,mp2000_ev,78117,,78117,77906,26881,ch0060060387,exact,evo,嗯……是本馆后面的旧校舍。,ええ……本館の裏手にある旧校舎の方です。,ええ……本館の裏手にある旧校舎の方です。
66415,mp2000_ev,79828,,79828,78585,29782,ch0020060415,blockwise,evo,艾丝蒂尔、克萝赛……,エステル、クローゼ……,エステル、クローゼ……
66416,mp2000_ev,79832,,79832,78609,29783,ch0010060416,blockwise,evo,真是的，不要让别人这么担心啊！,もう、あんまり心配かけないでよね！,もう、あんまり心配かけないでよね！
66417,mp2000_ev,79834,,79834,78621,29784,ch0010060417,blockwise,evo,听说你去追那个银发男人时，我可是吓了一大跳呢。,銀髪男を追いかけたっていうからビックリしちゃったじゃない。,銀髪男を追いかけたっていうからビックリしちゃったじゃない。
66418,mp2000_ev,79836,,79836,78633,29785,ch0020060418,blockwise,evo,咦……你们怎么知道？,あれ……何で知ってるんだい？,あれ……何で知ってるんだい？
66419,mp2000_ev,79845,,79845,78687,29786,ch0060060419,blockwise,evo,是波利告诉我们的。,ポーリィちゃんが教えてくれたんです。,ポーリィちゃんが教えてくれたんです。
66420,mp2000_ev,79849,,79849,78711,29787,ch0060060420,blockwise,evo,那孩子看见你们了……,あの子も見ていたらしくて……,あの子も見ていたらしくて……
66421,mp2000_ev,79851,,79851,78723,29788,ch0020060421,blockwise,evo,这样啊……好敏锐的孩子……,そうか、鋭い子だな……,そうか、鋭い子だな……
66422,mp2000_ev,79859,,79859,78771,29789,ch0020060422,blockwise,evo,我刚才看到了一个很熟悉的背影，就一直追到这里……,それらしい後姿を見かけてここまで追ってきたんだけど……,それらしい後姿を見かけてここまで追ってきたんだけど……
66423,mp2000_ev,79861,,79861,78783,29790,ch0020060423,blockwise,evo,但似乎被他甩开了。,どうやら撒かれたみたいだ。,どうやら撒（ま）かれたみたいだ。
66424,mp2000_ev,79864,,79864,78801,29791,ch0060060424,blockwise,evo,是吗……,まあ……,まあ……
66425,mp2000_ev,79867,,79867,78819,29792,ch0010060425,blockwise,evo,能甩开约书亚，那家伙可不是等闲之辈呢。,ヨシュアを撒くなんてそいつ、タダ者じゃないわね。,ヨシュアを撒（ま）くなんてそいつ、タダ者じゃないわね。
66426,mp2000_ev,79869,,79869,78831,29793,ch0010060426,blockwise,evo,他究竟是什么人呢？,いったい何者なんだろ？,いったい何者なんだろ？
66427,mp2000_ev,79879,,79879,78891,29794,ch0020060427,blockwise,evo,……不知道。,……わからない。,……わからない。
66428,mp2000_ev,79881,,79881,78903,29795,ch0020060428,blockwise,evo,不过，我认为他并不是纵火烧毁孤儿院的犯人。,ただ、孤児院放火の犯人じゃなさそうな気がする。,ただ、孤児院放火の犯人じゃなさそうな気がする。
66429,mp2000_ev,79883,,79883,78915,29796,ch0020060429,blockwise,evo,当然，这只是我的直觉而已。,あくまで、僕のカンだけどね。,あくまで、僕のカンだけどね。
66430,mp2000_ev,79887,,79887,78939,29797,ch0010060430,blockwise,evo,是吗……,そっか……,そっか……
66431,mp2000_ev,79896,,79896,78993,29798,ch0010060431,blockwise,evo,话说回来……你为什么要独自行动呢？,それにしても……どうして１人で行動するかな？,それにしても……どうして１人で行動するかな？
66432,mp2000_ev,79899,,79899,79011,29799,ch0060060432,blockwise,evo,对啊。,本当にそうですよ。,本当にそうですよ。
66433,mp2000_ev,79903,,79903,79035,29800,ch0060060433,blockwise,evo,至少也应该找人通知我们一声吧……,私たちに伝言するなりしてくれればいいのに……,私たちに伝言するなりしてくれればいいのに……
66434,mp2000_ev,79911,,79911,79083,29801,ch0020060434,blockwise,evo,对不起，让你们为我担心了。,ごめん。心配かけたみたいだね。,ごめん。心配かけたみたいだね。
66435,mp2000_ev,79915,,79915,79107,29802,ch0010060435,blockwise,evo,也、也不是很担心啦。,べ、別に心配してないってば。,べ、別に心配してないってば。
66436,mp2000_ev,79917,,79917,79119,29803,ch0010060436,blockwise,evo,只是想让你明白团队精神的重要性而已……,あくまでチームワークの大切さを指摘しているだけであって……,あくまでチームワークの大切さを指摘しているだけであって……
66437,mp2000_ev,79926,,79926,79173,29804,ch0060060437,blockwise,evo,呵呵呵，真不坦率。,うふふ、ウソばっかり。,うふふ、ウソばっかり。
66438,mp2000_ev,79928,,79928,79185,29805,ch0060060438,blockwise,evo,你刚才明明很慌张。,さっきは、あんなに慌てていたじゃないですか？,さっきは、あんなに慌てていたじゃないですか？
66439,mp2000_ev,79933,,79933,79215,29806,ch0010060439,blockwise,evo,才、才没有呢。,そ、そんな事ないってば。,そ、そんな事ないってば。
66440,mp2000_ev,79935,,79935,79227,29807,ch0010060440,blockwise,evo,倒是你，当时露出一副那么凝重的表情～,そういうクローゼだって真剣な顔してたくせにさ～。,そういうクローゼだって真剣な顔してたくせにさ〜。
66441,mp2000_ev,79937,,79937,79239,29808,ch0060060441,blockwise,evo,这、这个……,そ、それは……,そ、それは……
66442,mp2000_ev,79939,,79939,79251,29809,ch0020060442,blockwise,evo,哈哈……谢谢你们了。,はは……２人ともありがとう。,はは……２人ともありがとう。
66453,mp2000_ev,80017,79719,80017,79719,,,unmatched,evo,艾丝蒂尔等人向卡露娜讲述了有关银发男子的事情，随后赶往礼堂。,エステルたちは、銀髪の男の情報を遊撃士のカルナに伝えてから講堂に向かった。,
66454,mp2000_ev,80019,79731,80019,79731,,,unmatched,evo,三十分钟后──,そして３０分後……,
66455,mp2000_ev,81574,80250,81574,80250,,,unmatched,evo,特蕾莎院长和孩子们起程回玛诺利亚之后……,テレサ院長と子供たちがマノリアへ帰った後……,
66456,mp2000_ev,81576,80262,81576,80262,,,unmatched,evo,艾丝蒂尔、约书亚和其他学生一起收拾学园祭的场地。,エステルとヨシュアは他の生徒と一緒に祭りの後片付けをした。,
66457,mp2000_ev,81578,80274,81578,80274,,,unmatched,evo,当全部收拾完毕的时候，已经是黄昏时分了。,そして、片付けが終わった頃にはすっかり夕方になっていた。,
66458,mp2000_ev,81595,,81595,80376,26882,ch0510060897,blockwise,evo,……难得来学园一次，怎么不多留一晚再走呢？,……せっかくだからもう一泊して行けばいいのに。,……せっかくだからもう一泊して行けばいいのに。
66459,mp2000_ev,81597,,81597,80388,26883,ch0510060898,blockwise,evo,接下来还有学园祭的庆功宴哦。,これから学園祭の打ち上げだってあるのよ？,これから学園祭の打ち上げだってあるのよ？
66460,mp2000_ev,81605,,81605,80436,26884,ch0010060899,blockwise,evo,哈哈……虽然很想参加，但还是算了。,あはは……残念だけど遠慮しとくわ。,あはは……残念だけど遠慮しとくわ。
66461,mp2000_ev,81607,,81607,80448,26885,ch0010060900,blockwise,evo,我们还是新人，不能太久不回协会～,新米のくせに、あまりギルドを留守にするのもなんだしね～。,新米のくせに、あまりギルドを留守にするのもなんだしね〜。
66462,mp2000_ev,81609,,81609,80460,26886,ch0020060901,blockwise,evo,我们想在今天回去报告，所以只能失陪了，不好意思。,今日中に報告したいから悪いけど、これで失礼するよ。,今日中に報告したいから悪いけど、これで失礼するよ。
66463,mp2000_ev,81619,,81619,80520,26887,ch0520060902,blockwise,evo,是吗……,そうか……,そうか……
66464,mp2000_ev,81622,,81622,80538,26888,ch0520060903,blockwise,evo,啊，从今晚开始，我又孤身一人了。,ああ、今夜からまた俺だけになっちまうのか。,ああ、今夜からまた俺だけになっちまうのか。
66465,mp2000_ev,81624,,81624,80550,26889,ch0520060904,blockwise,evo,一个人睡实在是太寂寞了。,独り寝っていうのは寂しいぜ。,独り寝っていうのは寂しいぜ。
66466,mp2000_ev,81634,,81634,80610,26890,ch0010060905,blockwise,evo,哎！？,ええっ！？,ええっ！？
66467,mp2000_ev,81637,,81637,80628,26891,ch0020060906,blockwise,evo,汉斯……玩笑开过头了吧。,ハンス……悪ふざけが過ぎるよ。,ハンス……悪ふざけが過ぎるよ。
66468,mp2000_ev,81639,,81639,80640,26892,ch0020060907,blockwise,evo,艾丝蒂尔，你别把他的鬼话当真。,エステルも信じないように。,エステルも信じないように。
66469,mp2000_ev,81643,,81643,80664,26893,ch0010060908,blockwise,evo,啊、啊哈哈，是玩笑啊……,あ、あはは、冗談ね……,あ、あはは、冗談ね……
66470,mp2000_ev,81656,,81656,80742,26894,ch0510060909,blockwise,evo,和你们在一起，真是从来都没有无聊的时候啊。,ほんと、あんたたちってば一緒にいて退屈しなかったわ。,ほんと、あんたたちってば一緒にいて退屈しなかったわ。
66471,mp2000_ev,81660,,81660,80766,26895,ch0510060910,blockwise,evo,以后要是有空，还要再来玩哦！,また、何かあったら遠慮なく遊びに来なさいよね？,また、何かあったら遠慮なく遊びに来なさいよね？
66472,mp2000_ev,81663,,81663,80784,26896,ch0520060911,blockwise,evo,还要留下过夜哦。,もちろん泊まりがけでな。,もちろん泊まりがけでな。
66473,mp2000_ev,81672,,81672,80838,26897,ch0010060912,blockwise,evo,嗯……谢谢。,うん……ありがと。,うん……ありがと。
66474,mp2000_ev,81675,,81675,80856,26898,ch0020060913,blockwise,evo,我们一定会再来的。,ぜひ寄らせてもらうよ。,ぜひ寄らせてもらうよ。
66475,mp2000_ev,81691,,81691,80952,26899,ch0060060914,blockwise,evo,呵呵……那我们走吧。,ふふ……それでは行きましょうか。,ふふ……それでは行きましょうか。
66476,mp2000_ev,81693,,81693,80964,26900,ch0060060915,blockwise,evo,再不赶快，天就要黑了。,早くしないと日が暮れてしまいますから。,早くしないと日が暮れてしまいますから。
66477,mp2000_ev,81705,,81705,81036,26901,ch0510060916,blockwise,evo,你现在要去玛诺利亚村吧？,あんたはこれからマノリア村に行くのよね？,あんたはこれからマノリア村に行くのよね？
66478,mp2000_ev,81709,,81709,81060,26902,ch0060060917,blockwise,evo,嗯，我有好多话想和院长他们说……,うん、先生たちと話したいことが一杯あるし……,うん、先生たちと話したいことが一杯あるし……
66479,mp2000_ev,81711,,81711,81072,26903,ch0060060918,blockwise,evo,校长已经允许我今天外宿了。,外泊許可を貰ってきちゃった。,外泊許可を貰ってきちゃった。
66480,mp2000_ev,81720,,81720,81126,26904,ch0510060919,blockwise,evo,热热闹闹的庆功宴，主角却一个都不在，真是太遗憾了……,せっかくの打ち上げに揃って主役がいなくなるのはちょっと残念だけど……,せっかくの打ち上げに揃って主役がいなくなるのはちょっと残念だけど……
66481,mp2000_ev,81722,,81722,81138,26905,ch0510060920,blockwise,evo,不过，也没办法啦，你们好好休息吧。,ま、仕方ないわね。ゆっくり過ごしてきなさいな。,ま、仕方ないわね。ゆっくり過ごしてきなさいな。
66482,mp2000_ev,81733,,81733,81204,26906,ch0520060921,blockwise,evo,说起来，特蕾莎院长他们……,そういや、院長先生たち……,そういや、院長先生たち……
66483,mp2000_ev,81735,,81735,81216,26907,ch0520060922,blockwise,evo,带着那么一大笔钱走回去，不觉得有点危险吗？,あんな大金を持ち歩いてちょっと危なくなかったか？,あんな大金を持ち歩いてちょっと危なくなかったか？
66484,mp2000_ev,81743,,81743,81264,26908,ch0010060923,blockwise,evo,哦，这倒不用担心。,あ、それは心配しないで。,あ、それは心配しないで。
66485,mp2000_ev,81746,,81746,81282,26909,ch0010060924,blockwise,evo,今天来这里负责警备工作的游击士卡露娜姐姐会护送他们回去。,警備に来てた遊撃士のカルナさんが護衛を引き受けてくれたから。,警備に来てた遊撃士のカルナさんが護衛を引き受けてくれたから。
66486,mp2000_ev,81748,,81748,81294,26910,ch0020060925,blockwise,evo,好像是校长特意请她帮忙。,わざわざ学園長さんが頼んでくれたみたいだね。,わざわざ学園長さんが頼んでくれたみたいだね。
66487,mp2000_ev,81754,,81754,81330,26911,ch0520060926,blockwise,evo,不愧是校长，处理事情还真是滴水不漏。,さすが学園長。やることにソツがないぜ。,さすが学園長。やることにソツがないぜ。
66493,mp2000_ev,82909,82128,82909,82128,,,unmatched,evo,嗯……,うーん……,
66494,mp2000_ev,82915,,82915,82164,19479,ch0010060940,normalized,evo,虽然只有短短几天，但真是非常开心呢～！,数日間だけだったけどすっごく楽しかったわね～！,数日間だけだったけどすっごく楽しかったわね〜！
66495,mp2000_ev,82917,,82917,82176,19480,ch0010060941,exact,evo,当然，上课除外。,もちろん授業を除いてだけど。,もちろん授業を除いてだけど。
66496,mp2000_ev,82927,,82927,82236,19481,ch0020060942,exact,evo,你这不是本末倒置吗……,なにムシのいいこと言ってるんだか……,なにムシのいいこと言ってるんだか……
66497,mp2000_ev,82929,,82929,82248,19482,ch0020060943,vector_search (1.00),evo,本来上课才是主要的，学园祭反而是特别的活动。,本来は、授業が主で学園祭の方が特別なんだから。,本来は、授業が主（おも）で学園祭の方が特別なんだから。
66498,mp2000_ev,82937,,82937,82296,19483,ch0010060944,normalized,evo,这倒也是～,そうなのよね～。,そうなのよね〜。
66499,mp2000_ev,82939,,82939,82308,19484,ch0010060945,blockwise,evo,呼，没想到当学生也不轻松啊。,はあ、学生っていうのも意外とラクじゃないわ。,はあ、学生っていうのも意外とラクじゃないわ。
66500,mp2000_ev,82942,,82942,82326,19485,ch0060060946,blockwise,evo,呵呵……,ふふ……,ふふ……
66501,mp2000_ev,82956,,82956,82410,19486,ch0060060947,blockwise,evo,……咦……？,……あら……？,……あら……？
66502,mp2000_ev,82994,,82994,159125,19487,ch0020060948,blockwise,evo,怎么了？,どうしたの？,どうしたの？
66503,mp2000_ev,82997,,82997,82656,19488,ch0060060949,blockwise,evo,没什么……,いえ……,いえ……
66504,mp2000_ev,82999,,82999,82668,19489,ch0060060950,blockwise,evo,只是吉克似乎不在附近……,ジークがいる気配が近くに感じられなくて……,ジークがいる気配が近くに感じられなくて……
66505,mp2000_ev,83001,,83001,82680,19490,ch0060060951,blockwise,evo,它会去哪里呢？,どこに行っちゃったのかしら？,どこに行っちゃったのかしら？
66506,mp2000_ev,83004,,83004,82698,19491,ch0010060952,blockwise,evo,会不会是去找吃的了？,ゴハンでも取りに行ってるんじゃないの？,ゴハンでも取りに行ってるんじゃないの？
66507,mp2000_ev,83014,,83014,82758,19492,ch0060060953,blockwise,evo,嗯，有可能。,はい……そうかもしれません。,はい……そうかもしれません。
66508,mp2000_ev,83018,,83018,82782,19493,ch0060060954,blockwise,evo,对不起，突然说了些奇怪的话……,すみません。変なことを言って……,すみません。変なことを言って……
66509,mp2000_ev,83020,,83020,82794,19494,ch0060060955,blockwise,evo,那么，我就送你们到海道吧。,では、海道に出るまでご一緒させてください。,では、海道に出るまでご一緒させてください。
66510,mp2000_ev,83023,,83023,82812,19495,ch0010060956,blockwise,evo,嗯♪慢慢走吧。,うん♪のんびり行きましょ。,うん♪のんびり行きましょ。
66511,mp2000_ev,85535,,85535,83441,19384,ch0020060957,blockwise,evo,好了，我们就在这里说再见吧。,さてと、ここでお別れだね。,さてと、ここでお別れだね。
66512,mp2000_ev,85544,,85544,83495,19385,ch0060060958,blockwise,evo,嗯……,はい……,はい……
66513,mp2000_ev,85547,,85547,83513,19386,ch0060060959,blockwise,evo,这几天真是多谢你们帮忙了。,この数日間、本当にありがとうございました。,この数日間、本当にありがとうございました。
66514,mp2000_ev,85556,,85556,83567,19387,ch0010060960,blockwise,evo,哈哈，别客气。我们也很开心啊。,あはは、いいって。あたしたちも楽しかったし。,あはは、いいって。あたしたちも楽しかったし。
66515,mp2000_ev,85559,,85559,83585,19388,ch0010060961,blockwise,evo,那么……请替我们向院长和孩子们问好。,それじゃあ……先生とあの子たちによろしくね。,それじゃあ……先生とあの子たちによろしくね。
66516,mp2000_ev,85568,,85568,83639,19389,ch0060060962,blockwise,evo,嗯，一定。,はい、必ず伝えます。,はい、必ず伝えます。
66517,mp2000_ev,85574,,85574,83675,19390,ch1500060963,blockwise,evo,哦哦，是你们啊！,おお、あんたたちは！,おお、あんたたちは！
66518,mp2000_ev,85617,,85617,83933,19391,ch0010060964,blockwise,evo,咦……？,あれ……,あれ……
66519,mp2000_ev,85619,,85619,83945,19392,ch0020060965,blockwise,evo,您是……玛诺利亚村的……,あなたは……確かマノリアに住んでいる……,あなたは……確かマノリアに住んでいる……
66520,mp2000_ev,85627,,85627,83993,19393,ch1500060966,blockwise,evo,果然是你们啊，二位游击士！,そういうあんたたちは確か遊撃士だったな！,そういうあんたたちは確か遊撃士だったな！
66521,mp2000_ev,85631,,85631,84017,19394,ch1500060967,blockwise,evo,出、出大事了！,た、大変な事になったんだ！,た、大変な事になったんだ！
66522,mp2000_ev,85633,,85633,84029,19395,ch0010060968,blockwise,evo,大事……？,大変なこと……？,大変なこと……？
66523,mp2000_ev,85641,,85641,84077,19396,ch1500060969,blockwise,evo,呼……呼……呼……,はあはあはあ……,はあはあはあ……
66524,mp2000_ev,85643,,85643,84089,19397,ch1500060970,blockwise,evo,稍、稍等一下，先、先让我喘口气……,ちょ、ちょっと待ってくれ。い、息が切れて……,ちょ、ちょっと待ってくれ。い、息が切れて……
66525,mp2000_ev,85646,,85646,84107,19398,ch1500060971,blockwise,evo,呼～呼……,ふーっ、ふーっ……,ふーっ、ふーっ……
66526,mp2000_ev,85652,,85652,84143,19399,ch1500060972,blockwise,evo,…………………呼……,…………………ふう……,…………………ふう……
