RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLinenoOldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
63560,mp1081_03,4286,,14977,ch0030021575,blockwise,evo,"{'text': '嗯，虽然是同行，但我们不在一起行动。', 'filebase': 'mp1081_03', 'lineno': 4286, 'lineno_corr': 3690}",ま、たしかに同僚ではあるけど一緒に行動してるわけじゃないわ。,ま、たしかに同僚ではあるけど一緒に行動してるわけじゃないわ。
63561,mp1081_03,4289,,14978,ch0030021576,blockwise,evo,"{'text': '充其量也就是认识而已吧。', 'filebase': 'mp1081_03', 'lineno': 4289, 'lineno_corr': 3708}",顔見知りといったところかしら。,顔見知りといったところかしら。
63562,mp1081_03,4300,,14979,ch1180021577,blockwise,evo,"{'text': '这样啊……', 'filebase': 'mp1081_03', 'lineno': 4300, 'lineno_corr': 3774}",そうか……,そうか……
63563,mp1081_03,4302,,14980,ch1180021578,blockwise,evo,"{'text': '他还是老样子，总是独来独往。', 'filebase': 'mp1081_03', 'lineno': 4302, 'lineno_corr': 3786}",相変わらず１人でいるのか。,相変わらず１人でいるのか。
63564,mp1081_03,4304,,14982,ch0010021579,blockwise,evo,"{'text': '？？？', 'filebase': 'mp1081_03', 'lineno': 4304, 'lineno_corr': 3798}",？？？,？？？
63565,mp1081_03,4307,,14983,ch0010021580,blockwise,evo,"{'text': '怎么了，村长？', 'filebase': 'mp1081_03', 'lineno': 4307, 'lineno_corr': 3816}",どうしたの、村長さん？,どうしたの、村長さん？
63566,mp1081_03,4310,,14984,ch1180021581,blockwise,evo,"{'text': '啊，不好意思。', 'filebase': 'mp1081_03', 'lineno': 4310, 'lineno_corr': 3834}",や、こりゃあ失礼した。,や、こりゃあ失礼した。
63567,mp1081_03,4314,,14985,ch1180021582,blockwise,evo,"{'text': '那么，游击士们来这个偏僻的村子有什么事吗？', 'filebase': 'mp1081_03', 'lineno': 4314, 'lineno_corr': 3858}",それで、遊撃士諸君がこの辺鄙な村に何の用事かね？,それで、ブレイサー諸君がこの辺鄙（へんぴ）な村に何の用事かね？
63568,mp1081_03,4316,,14986,ch1180021583,blockwise,evo,"{'text': '难道是为了消灭这里的通缉魔兽而来的？', 'filebase': 'mp1081_03', 'lineno': 4316, 'lineno_corr': 3870}",まさかこのあたりで手配魔獣でも出おったか？,まさかこのあたりで手配魔獣でも出おったか？
63569,mp1081_03,4326,,14987,ch0020021584,blockwise,evo,"{'text': '不，是这样的……我们正在调查定期船失联的事件。', 'filebase': 'mp1081_03', 'lineno': 4326, 'lineno_corr': 3912}",いえ、実は……定期船消失事件について調べている最中なんです。,いえ、実は……定期船消失事件について調べている最中なんです。
63570,mp1081_03,4330,,14988,ch0020021585,blockwise,evo,"{'text': '听说这里有目击者，所以前来打扰。', 'filebase': 'mp1081_03', 'lineno': 4330, 'lineno_corr': 3936}",こちらで目撃情報があったという話を聞いたのでお邪魔しました。,こちらで目撃情報があったという話を聞いたのでお邪魔しました。
63571,mp1081_03,4332,,14989,ch1180021586,blockwise,evo,"{'text': '什么，是这件事啊。', 'filebase': 'mp1081_03', 'lineno': 4332, 'lineno_corr': 3948}",なんじゃ、その話かね。,なんじゃ、その話かね。
63572,mp1081_03,4334,,14990,ch1180021587,blockwise,evo,"{'text': '前几天，王国军的士兵已经来调查过了……', 'filebase': 'mp1081_03', 'lineno': 4334, 'lineno_corr': 3960}",先日、王国軍の兵士たちも調べにきておったが……,先日、王国軍の兵士たちも調べにきておったが……
63573,mp1081_03,4336,,14991,ch1180021588,blockwise,evo,"{'text': '他们把这附近都搜查了一遍，结果还是两手空空地回去了。', 'filebase': 'mp1081_03', 'lineno': 4336, 'lineno_corr': 3972}",結局、このあたりを調査してそのまま帰っていきおったぞ？,結局、このあたりを調査してそのまま帰っていきおったぞ？
63574,mp1081_03,4338,,14992,ch0010021589,blockwise,evo,"{'text': '果然如此……', 'filebase': 'mp1081_03', 'lineno': 4338, 'lineno_corr': 3984}",やっぱりそうなんだ……,やっぱりそうなんだ……
63575,mp1081_03,4341,,14993,ch0010021590,blockwise,evo,"{'text': '对了，那个目击到空中飞影的人是谁呢？', 'filebase': 'mp1081_03', 'lineno': 4341, 'lineno_corr': 4002}",ところで、空飛ぶ影ってのを目撃したヒトって誰なの？,ところで、空飛ぶ影ってのを目撃したヒトって誰なの？
63576,mp1081_03,4344,,14994,ch1180021591,blockwise,evo,"{'text': '是村里的孩子。一个叫鲁伊的男孩子。', 'filebase': 'mp1081_03', 'lineno': 4344, 'lineno_corr': 4020}",村の子供でな。ルゥイという男の子じゃ。,村の子供でな。ルゥイという男の子じゃ。
63577,mp1081_03,4346,,14995,ch1180021592,blockwise,evo,"{'text': '事件发生的那个晚上，他好像看到了奇怪的影子……', 'filebase': 'mp1081_03', 'lineno': 4346, 'lineno_corr': 4032}",事件があった夜に怪しげな影を見たらしいが……,事件があった夜に怪しげな影を見たらしいが……
63578,mp1081_03,4348,,14996,ch1180021593,blockwise,evo,"{'text': '不过，毕竟还是个小孩子……说不定只是睡迷糊了，把梦当场现实。', 'filebase': 'mp1081_03', 'lineno': 4348, 'lineno_corr': 4044}",なにぶん、子供のことじゃ。寝ぼけて夢を見たのかもしれん。,なにぶん、子供のことじゃ。寝ぼけて夢を見たのかもしれん。
63579,mp1081_03,4351,,14997,ch0010021594,blockwise,evo,"{'text': '嗯～做梦吗……', 'filebase': 'mp1081_03', 'lineno': 4351, 'lineno_corr': 4062}",うーん、夢か……,うーん、夢か……
63580,mp1081_03,4354,,14998,ch0020021595,blockwise,evo,"{'text': '总之，还是当面问问那个孩子为好。', 'filebase': 'mp1081_03', 'lineno': 4354, 'lineno_corr': 4080}",とりあえず、その子からも話を聞いた方がよさそうだね。,とりあえず、その子からも話を聞いた方がよさそうだね。
63581,mp1081_03,4358,,14999,ch0010021596,blockwise,evo,"{'text': '嗯，也对。', 'filebase': 'mp1081_03', 'lineno': 4358, 'lineno_corr': 4104}",ん、そだね。,ん、そだね。
63582,mp1081_03,4362,,15000,ch0010021597,blockwise,evo,"{'text': '村长，打扰您了。', 'filebase': 'mp1081_03', 'lineno': 4362, 'lineno_corr': 4128}",村長さん、お邪魔しました。,村長さん、お邪魔しました。
63583,mp1081_03,4366,,15001,ch1180021598,blockwise,evo,"{'text': '哪里，如果有什么事，就尽管来找我。', 'filebase': 'mp1081_03', 'lineno': 4366, 'lineno_corr': 4152}",なんのなんの。何かあったらまた来なさい。,なんのなんの。何かあったらまた来なさい。
63584,mp1081_03,5397,,15095,ch1180021733,blockwise,evo,"{'text': '嗯，那个废坑里可能会有什么线索吧。', 'filebase': 'mp1081_03', 'lineno': 5397, 'lineno_corr': 4688}",ふむ、あの廃坑に手がかりがあるかもしれんか。,ふむ、あの廃坑に手がかりがあるかもしれんか。
63585,mp1081_03,5400,,15096,ch1180021734,blockwise,evo,"{'text': '……我记得王国军的士兵的确没有调查过废坑的内部。', 'filebase': 'mp1081_03', 'lineno': 5400, 'lineno_corr': 4706}",……確かに兵士たちはあの中までは調べなかったのう。,……確かに兵士たちはあの中までは調べなかったのう。
63586,mp1081_03,5407,,15097,ch0010021735,blockwise,evo,"{'text': '听了鲁伊那个孩子的话，我实在是很在意……', 'filebase': 'mp1081_03', 'lineno': 5407, 'lineno_corr': 4748}",ルゥイって子の話を聞いてどうしても気になっちゃって……,ルゥイって子の話を聞いてどうしても気になっちゃって……
63587,mp1081_03,5410,,15098,ch0010021736,blockwise,evo,"{'text': '为防万一，我们想去调查一下。能把入口的钥匙借给我们吗？', 'filebase': 'mp1081_03', 'lineno': 5410, 'lineno_corr': 4766}",念のため調べてみたいから入口の鍵を貸してくれないかな？,念のため調べてみたいから入口の鍵を貸してくれないかな？
63588,mp1081_03,5412,,15099,ch1180021737,blockwise,evo,"{'text': '那个挂锁的钥匙？你们稍等……', 'filebase': 'mp1081_03', 'lineno': 5412, 'lineno_corr': 4778}",あの南京錠の鍵か。ちょっと待っておくれ……,あの南京錠の鍵か。ちょっと待っておくれ……
63589,mp1081_03,5432,,15100,ch1180021738,blockwise,evo,"{'text': '记得是在抽屉里……', 'filebase': 'mp1081_03', 'lineno': 5432, 'lineno_corr': 4898}",確かこの引き出しに……,確かこの引き出しに……
63590,mp1081_03,5439,,15101,ch1180021739,blockwise,evo,"{'text': '噢，找到了。', 'filebase': 'mp1081_03', 'lineno': 5439, 'lineno_corr': 4940}",おっと、あったあった。,おっと、あったあった。
63591,mp1081_03,5462,,15102,ch1180021740,blockwise,evo,"{'text': '给，拿去吧。', 'filebase': 'mp1081_03', 'lineno': 5462, 'lineno_corr': 5078}",ほら、これでいいんじゃろ？,ほら、これでいいんじゃろ？
63592,mp1081_03,5471,,15104,ch0010021741,blockwise,evo,"{'text': '哇，好大的钥匙……', 'filebase': 'mp1081_03', 'lineno': 5471, 'lineno_corr': 5132}",うわ、ゴツい鍵……,うわ、ゴツそうな鍵……
63593,mp1081_03,5478,,15105,ch0010021742,blockwise,evo,"{'text': '谢谢您，村长！', 'filebase': 'mp1081_03', 'lineno': 5478, 'lineno_corr': 5174}",ありがと、村長さん！,ありがと、村長さん！
63594,mp1081_03,5480,,15106,ch0020021743,blockwise,evo,"{'text': '真是非常感谢您。', 'filebase': 'mp1081_03', 'lineno': 5480, 'lineno_corr': 5186}",本当に助かります。,本当に助かります。
63595,mp1081_03,5484,,15107,ch1180021744,blockwise,evo,"{'text': '哪里哪里，我们总是受到游击士协会的关照。', 'filebase': 'mp1081_03', 'lineno': 5484, 'lineno_corr': 5210}",いやいや、遊撃士協会にはいつも世話になっとるからな。,いやいや、遊撃士協会にはいつも世話になっとるからな。
63596,mp1081_03,5486,,15108,ch1180021745,blockwise,evo,"{'text': '帮点忙是应该的。', 'filebase': 'mp1081_03', 'lineno': 5486, 'lineno_corr': 5222}",このくらい協力するのは当然じゃ。,このくらい協力するのは当然じゃ。
63597,mp1081_03,5493,,15109,ch0030021746,blockwise,evo,"{'text': '呵呵……要是人人都像您这样，我们也就省心多了。', 'filebase': 'mp1081_03', 'lineno': 5493, 'lineno_corr': 5264}",ふふ……村長さんみたいな人ばかりだとあたしたちも助かるんだけど。,ふふ……村長さんみたいな人ばかりだとあたしたちも助かるんだけど。
63598,mp1081_03,5499,,15110,ch0020021747,blockwise,evo,"{'text': '如果有发现，我们会回来向您报告。', 'filebase': 'mp1081_03', 'lineno': 5499, 'lineno_corr': 5300}",何か見つかったらちゃんと報告させてもらいます。,何か見つかったらちゃんと報告させてもらいます。
63599,mp1081_03,5502,,15111,ch1180021748,blockwise,evo,"{'text': '嗯，那就拜托你们了。', 'filebase': 'mp1081_03', 'lineno': 5502, 'lineno_corr': 5318}",うむ、よろしくお願いする。,うむ、よろしくお願いする。
63600,mp1081_03,6283,,15112,ch1180151395,blockwise,evo,"{'text': '哦…………！？', 'filebase': 'mp1081_03', 'lineno': 6283, 'lineno_corr': 5731}",おや…………！？,おや…………！？
63601,mp1081_03,6285,,15113,ch1180151396,blockwise,evo,"{'text': '你们是游击士吧？', 'filebase': 'mp1081_03', 'lineno': 6285, 'lineno_corr': 5743}",もしや、あんたたち遊撃士協会の人かね？,もしや、あんたたち遊撃士協会の人かね？
63602,mp1081_03,6288,,15148,ch1180151397,blockwise,evo,"{'text': '是为公告栏上的委托而来的吗？', 'filebase': 'mp1081_03', 'lineno': 6288, 'lineno_corr': 5761}",掲示板を見て来てくれたんじゃろうか。,掲示板を見て来てくれたんじゃろうか。
63603,mp1081_03,6294,,15115,ch0010151398,blockwise,evo,"{'text': '嗯，是的。', 'filebase': 'mp1081_03', 'lineno': 6294, 'lineno_corr': 5791}",うん、そうだけど。,うん、そうだけど。
63604,mp1081_03,6297,,15116,ch1180151399,blockwise,evo,"{'text': '哦，那真是太好了。', 'filebase': 'mp1081_03', 'lineno': 6297, 'lineno_corr': 5809}",おお、そりゃありがたい。,おお、そりゃありがたい。
63605,mp1081_03,6300,,15117,ch1180151400,blockwise,evo,"{'text': '我叫莱森，是这个村子的村长。', 'filebase': 'mp1081_03', 'lineno': 6300, 'lineno_corr': 5827}",わしはライゼンという者で、まあ一応、この村の村長じゃ。,わしはライゼンという者で、まあ一応、この村の村長じゃ。
63606,mp1081_03,6302,,15118,ch1180151401,blockwise,evo,"{'text': '你们应该已经知道了，最近这段时间，有一头凶暴的魔兽出没于村后的山路上。', 'filebase': 'mp1081_03', 'lineno': 6302, 'lineno_corr': 5839}",もうご承知じゃろうが近頃、村の奥にある山道に凶暴な魔獣が出るようなのじゃ。,もうご承知じゃろうが近頃、村の奥にある山道に凶暴な魔獣が出るようなのじゃ。
63607,mp1081_03,6319,,15119,ch0010151402,blockwise,evo,"{'text': '公告栏？', 'filebase': 'mp1081_03', 'lineno': 6319, 'lineno_corr': 5917}",掲示板？,掲示板？
63608,mp1081_03,6321,,15120,ch1180151403,blockwise,evo,"{'text': '我叫莱森，是这个村子的村长。', 'filebase': 'mp1081_03', 'lineno': 6321, 'lineno_corr': 5929}",わしはライゼンという。まあ一応、この村の村長じゃ。,わしはライゼンという。まあ一応、この村の村長じゃ。
63609,mp1081_03,6323,,15121,ch1180151404,blockwise,evo,"{'text': '你们有所不知。最近这段时间，有一头凶暴的魔兽出没于村后的山路上。', 'filebase': 'mp1081_03', 'lineno': 6323, 'lineno_corr': 5941}",実は近頃、村の奥の山道に凶暴な魔獣が出るようでのう……,実は近頃、村の奥の山道に凶暴な魔獣が出るようでのう……
63610,mp1081_03,6325,,15122,ch1180151405,blockwise,evo,"{'text': '希望各位游击士能帮忙击退它。', 'filebase': 'mp1081_03', 'lineno': 6325, 'lineno_corr': 5953}",遊撃士協会の方に退治をお願いしたのじゃ。,遊撃士協会の方に退治をお願いしたのじゃ。
63611,mp1081_03,6328,,15123,ch0010151406,blockwise,evo,"{'text': '哎……？！还有这种事？', 'filebase': 'mp1081_03', 'lineno': 6328, 'lineno_corr': 5971}",えっ……！？そんな話があるの？,えっ……！？そんな話があるの？
63612,mp1081_03,6330,,15124,ch0030151407,blockwise,evo,"{'text': '看来有必要了解一下具体情况。', 'filebase': 'mp1081_03', 'lineno': 6330, 'lineno_corr': 5983}",詳しい事情を聞いた方が良さそうね。,詳しい事情を聞いた方が良さそうね。
63613,mp1081_03,6340,,15125,ch0020151408,blockwise,evo,"{'text': '您知道那头魔兽的具体特征吗？', 'filebase': 'mp1081_03', 'lineno': 6340, 'lineno_corr': 6025}",出没しているのはどんな魔獣なのか分かりますか？,出没しているのはどんな魔獣なのか分かりますか？
63614,mp1081_03,6344,,15126,ch1180151409,blockwise,evo,"{'text': '这倒不清楚，因为没人能仔细观察到它。', 'filebase': 'mp1081_03', 'lineno': 6344, 'lineno_corr': 6049}",いや、しっかりとその姿を見た者はおらぬ。,いや、しっかりとその姿を見た者はおらぬ。
63615,mp1081_03,6347,,15127,ch1180151410,blockwise,evo,"{'text': '不过，我想应该是会埋伏等待猎物的魔兽吧。', 'filebase': 'mp1081_03', 'lineno': 6347, 'lineno_corr': 6067}",ただ、おそらくは獲物を待ち伏せにする魔獣じゃろうと思うのじゃ。,ただ、おそらくは獲物を待ち伏せする魔獣じゃろうと思うのじゃ。
63616,mp1081_03,6349,,15128,ch1180151411,blockwise,evo,"{'text': '大家还在矿山工作的时候，那头魔兽就经常出现，让我们非常发愁。', 'filebase': 'mp1081_03', 'lineno': 6349, 'lineno_corr': 6079}",鉱山が盛んじゃった頃にはその手の魔獣がよく現れて皆を悩ませておったからのう。,鉱山が盛んじゃった頃にはその手の魔獣がよく現れて皆を悩ませておったからのう。
63617,mp1081_03,6352,,15129,ch0030151412,blockwise,evo,"{'text': '……原来如此，擅于伏击的魔兽啊。那还真有些棘手。', 'filebase': 'mp1081_03', 'lineno': 6352, 'lineno_corr': 6097}",……なるほど、待ち伏せか。それだとちょっと厄介ね。,……なるほど、待ち伏せか。それだとちょっと厄介ね。
63618,mp1081_03,6354,,15130,ch0030151413,blockwise,evo,"{'text': '看来我们也只能去山路仔细搜索，找出那头魔兽的藏身之处了。', 'filebase': 'mp1081_03', 'lineno': 6354, 'lineno_corr': 6109}",山道を歩き回って魔獣の隠れている場所を見つけ出さないといけないわ。,山道を歩き回って魔獣の隠れている場所を見つけ出さないといけないわ。
63619,mp1081_03,6361,,15131,ch1180151414,blockwise,evo,"{'text': '矿山废弃之后，就没人再去那边了。我本以为魔兽会进入休眠期，结果却……', 'filebase': 'mp1081_03', 'lineno': 6361, 'lineno_corr': 6151}",廃鉱になった後は人通りもなく魔獣どもも眠っておるものと思い込んでおったんじゃが……,廃鉱になった後は人通りもなく魔獣どもも眠っておるものと思い込んでおったんじゃが……
63620,mp1081_03,6363,,15132,ch1180151415,blockwise,evo,"{'text': '魔兽究竟为何会再次出现呢…………', 'filebase': 'mp1081_03', 'lineno': 6363, 'lineno_corr': 6163}",一体どうしてまた再び現れたのか…………,一体どうしてまた再び現れたのか…………
63621,mp1081_03,6367,,15141,ch1180151416,blockwise,evo,"{'text': '再过不久，我们就要开始种植今年的树苗了。', 'filebase': 'mp1081_03', 'lineno': 6367, 'lineno_corr': 6187}",間もなく今年も苗木の植え付けが始まるんじゃ。,間もなく今年も苗木の植え付けが始まるんじゃ。
63622,mp1081_03,6370,,15134,ch1180151417,blockwise,evo,"{'text': '为了不让村民们担心，我只把魔兽的事情告诉守卫人员菲戈了，其他人都还不知道。', 'filebase': 'mp1081_03', 'lineno': 6370, 'lineno_corr': 6205}",村人に心配をかけぬよう、見張りのフィグの他には魔獣のことは伝えておらぬ。,村人に心配をかけぬよう、見張りのフィグの他には魔獣のことは伝えておらぬ。
63623,mp1081_03,6373,,15135,ch1180151418,blockwise,evo,"{'text': '所以，请尽快帮我们击退魔兽。', 'filebase': 'mp1081_03', 'lineno': 6373, 'lineno_corr': 6223}",一刻も早く魔獣を退治してくだされ。,一刻も早く魔獣を退治してくだされ。
63624,mp1081_04,713,216,,,unmatched,evo,"{'text': '你们是来选购水果的吗？', 'filebase': 'mp1081_04', 'lineno': 713, 'lineno_corr': 216}",果物の買い付けかい？,
63625,mp1081_04,715,228,,,unmatched,evo,"{'text': '我家老头子去村长家了。', 'filebase': 'mp1081_04', 'lineno': 715, 'lineno_corr': 228}",じいさんなら村長の家に出かけてるよ。,
63626,mp1081_04,726,306,,,unmatched,evo,"{'text': '希望能够找个机会让老头子和村里的人坐下来好好谈谈。', 'filebase': 'mp1081_04', 'lineno': 726, 'lineno_corr': 306}",爺さんも村の人たちと腰を据えて話し合ってみる機会があるといいかもね。,
63627,mp1081_04,728,270,,,unmatched,evo,"{'text': '但是老头子很久以前就非常顽固……', 'filebase': 'mp1081_04', 'lineno': 728, 'lineno_corr': 270}",でも爺さんの頑固ぶりは昔から相当なものでねぇ……,
63628,mp1081_04,730,282,,,unmatched,evo,"{'text': '要是有人能够在其中调解一下就好了。', 'filebase': 'mp1081_04', 'lineno': 730, 'lineno_corr': 282}",誰かが上手く仲裁してくれるといいんだけど。,
63629,mp1081_04,738,306,,,unmatched,evo,"{'text': '希望能够找个机会让老头子和村里的人坐下来好好谈谈。', 'filebase': 'mp1081_04', 'lineno': 738, 'lineno_corr': 306}",爺さんも村の人たちと腰を据えて話し合ってみる機会があるといいかもね。,
63630,mp1081_04,752,384,,,unmatched,evo,"{'text': '又有军队的人来这个村子里调查了。', 'filebase': 'mp1081_04', 'lineno': 752, 'lineno_corr': 384}",また軍がやってきて何か調べていったみたいだよ。,
63631,mp1081_04,754,396,,,unmatched,evo,"{'text': '和之前来的士兵们不同，你们的动作很利落呢。', 'filebase': 'mp1081_04', 'lineno': 754, 'lineno_corr': 396}",前に来た兵士たちと違ってキビキビ動いていたね。,
63632,mp1081_04,756,360,,,unmatched,evo,"{'text': '那肯定是因为指挥他们的人不一样吧。', 'filebase': 'mp1081_04', 'lineno': 756, 'lineno_corr': 360}",ありゃ、きっと指揮してる人が違うからだよ。,
63633,mp1081_04,764,384,,,unmatched,evo,"{'text': '又有军队的人来这个村子里调查了。', 'filebase': 'mp1081_04', 'lineno': 764, 'lineno_corr': 384}",また軍がやってきて何か調べていったみたいだよ。,
63634,mp1081_04,766,396,,,unmatched,evo,"{'text': '和之前来的士兵们不同，你们的动作很利落呢。', 'filebase': 'mp1081_04', 'lineno': 766, 'lineno_corr': 396}",前に来た兵士たちと違ってキビキビ動いていたね。,
63635,mp1081_04,780,426,,,unmatched,evo,"{'text': '我可不觉得老头子的意见有什么错。', 'filebase': 'mp1081_04', 'lineno': 780, 'lineno_corr': 426}",あたしゃ、爺さんの意見が間違ってるとは思わないよ。,
63636,mp1081_04,782,438,,,unmatched,evo,"{'text': '因为他能培育出村子里最好吃的东西，这可是事实。', 'filebase': 'mp1081_04', 'lineno': 782, 'lineno_corr': 438}",村で一番美味しいものを作れるってのは事実だからね。,
63637,mp1081_04,784,450,,,unmatched,evo,"{'text': '但是，如果他能稍微采纳一些其他的方法，是不是会更好呢。', 'filebase': 'mp1081_04', 'lineno': 784, 'lineno_corr': 450}",ただ、もうちょっと別のやり方を受け入れてもいいんじゃないかねぇ。,
63638,mp1081_04,792,474,,,unmatched,evo,"{'text': '老头子如果能稍微采纳一些其他的方法，是不是会更好呢。', 'filebase': 'mp1081_04', 'lineno': 792, 'lineno_corr': 474}",じいさんももう少し別のやり方を受け入れてもいいんじゃないかねぇ。,
63639,mp1081_04,806,552,,,unmatched,evo,"{'text': '我家的老头子，就是个老顽固呀。', 'filebase': 'mp1081_04', 'lineno': 806, 'lineno_corr': 552}",うちの爺さんも頭がガチガチだからね。,
63640,mp1081_04,808,516,,,unmatched,evo,"{'text': '一直拘泥于祖辈流传下来的老方法。', 'filebase': 'mp1081_04', 'lineno': 808, 'lineno_corr': 516}",いつまでも昔の古いやり方にこだわるんだよ,
63641,mp1081_04,810,528,,,unmatched,evo,"{'text': '和现在的年轻人总是意见不合。', 'filebase': 'mp1081_04', 'lineno': 810, 'lineno_corr': 528}",最近は若いモンとなかなか意見が合わないみたいだね。,
63642,mp1081_04,818,552,,,unmatched,evo,"{'text': '我家的老头子，就是个老顽固呀。', 'filebase': 'mp1081_04', 'lineno': 818, 'lineno_corr': 552}",うちの爺さんも頭がガチガチだからね。,
63643,mp1081_04,820,564,,,unmatched,evo,"{'text': '希望年轻人不要因此嫌弃他就好。', 'filebase': 'mp1081_04', 'lineno': 820, 'lineno_corr': 564}",あれで若い人に煙たがられなきゃいいけどね。,
63644,mp1081_04,834,642,,,unmatched,evo,"{'text': '我们家的老头子啊，总是待在果园里面。', 'filebase': 'mp1081_04', 'lineno': 834, 'lineno_corr': 642}",うちの爺さんったらいつも果樹園にいるんだよ。,
63645,mp1081_04,836,654,,,unmatched,evo,"{'text': '即使去叫他回来吃饭，也要过一个小时才能看到他回来。', 'filebase': 'mp1081_04', 'lineno': 836, 'lineno_corr': 654}",ご飯の時間に呼びに行っても食べに戻ってくるのは１時間後さね。,
63646,mp1081_04,838,618,,,unmatched,evo,"{'text': '要等到饭菜都凉了，他才会回来。', 'filebase': 'mp1081_04', 'lineno': 838, 'lineno_corr': 618}",すっかり料理が冷めてから帰ってくるんだよ。,
63647,mp1081_04,846,642,,,unmatched,evo,"{'text': '我们家的老头子啊，总是待在果园里面。', 'filebase': 'mp1081_04', 'lineno': 846, 'lineno_corr': 642}",うちの爺さんったらいつも果樹園にいるんだよ。,
63648,mp1081_04,848,654,,,unmatched,evo,"{'text': '即使去叫他回来吃饭，也要过一个小时才能看到他回来。', 'filebase': 'mp1081_04', 'lineno': 848, 'lineno_corr': 654}",ご飯の時間に呼びに行っても食べに戻ってくるのは１時間後さね。,
63649,mp1081_04,860,678,,,unmatched,evo,"{'text': '难不成你们是来买水果的？', 'filebase': 'mp1081_04', 'lineno': 860, 'lineno_corr': 678}",ひょっとして果物を買いにきたのかい？,
63650,mp1081_04,862,690,,,unmatched,evo,"{'text': '真抱歉，老头子出去了。你们能去果树园那里吗？', 'filebase': 'mp1081_04', 'lineno': 862, 'lineno_corr': 690}",悪いけど爺さんなら外だよ。果樹園のほうに行ってもらえんかね。,
63651,mp1081_04,945,886,,,unmatched,evo,"{'text': '下次开会时，我要提醒一下村里的年轻人再检讨一下做法。', 'filebase': 'mp1081_04', 'lineno': 945, 'lineno_corr': 886}",次の寄り合いで若い者たちのやり方について注意せねばならんな。,
63652,mp1081_04,954,910,,,unmatched,evo,"{'text': '我要让大家知道尽量让果树保持自然生长，这才是最重要的啊。', 'filebase': 'mp1081_04', 'lineno': 954, 'lineno_corr': 910}",果物は１つ１つの樹をなるべく自然のままに育ててやるのが１番なんじゃ。,
63653,mp1081_04,956,922,,,unmatched,evo,"{'text': '只有肯花时间，它们才能结出美味的果实。', 'filebase': 'mp1081_04', 'lineno': 956, 'lineno_corr': 922}",手間をかけるからこそうまい果物が作れるんじゃよ。,
63654,mp1081_05,270,228,,,unmatched,evo,"{'text': '军人叔叔们好像还在看守废坑。', 'filebase': 'mp1081_05', 'lineno': 270, 'lineno_corr': 228}",廃坑はまだ軍のおじさんたちが見張りをしてるんだ。,
63655,mp1081_05,272,240,,,unmatched,evo,"{'text': '他们似乎在调查很多东西。', 'filebase': 'mp1081_05', 'lineno': 272, 'lineno_corr': 240}",何だか色々と調べているみたいだよ。,
63656,mp1081_05,703,296,,,unmatched,evo,"{'text': '呼……', 'filebase': 'mp1081_05', 'lineno': 703, 'lineno_corr': 296}",ふう……,
63657,mp1081_05,705,308,,,unmatched,evo,"{'text': '种苗也栽培好了，终于可以休息一下了。', 'filebase': 'mp1081_05', 'lineno': 705, 'lineno_corr': 308}",苗木の植え付けも終わったし、ようやく一休みできるよ。,
63658,mp1081_05,716,386,,,unmatched,evo,"{'text': '拉文努村果树园是由全体村民来管理的。', 'filebase': 'mp1081_05', 'lineno': 716, 'lineno_corr': 386}",ラヴェンヌ村の果樹園は村全体で管理してるんだよ。,
63659,mp1081_05,718,350,,,unmatched,evo,"{'text': '不过呢，最初是由个人进行管理的。', 'filebase': 'mp1081_05', 'lineno': 718, 'lineno_corr': 350}",始めは個人それぞれで運営してたんだけどね。,
63660,mp1081_05,720,398,,,unmatched,evo,"{'text': '果树栽培非常需要人手，所以我觉得还是全体村民一起来干比较好。', 'filebase': 'mp1081_05', 'lineno': 720, 'lineno_corr': 398}",果樹栽培には人手が必要だし村全体でやったほうがいいってことになったんだ。,
63661,mp1081_05,728,386,,,unmatched,evo,"{'text': '拉文努村果树园是由全体村民来管理的。', 'filebase': 'mp1081_05', 'lineno': 728, 'lineno_corr': 386}",ラヴェンヌ村の果樹園は村全体で管理してるんだよ。,
63662,mp1081_05,730,398,,,unmatched,evo,"{'text': '果树栽培非常需要人手，所以我觉得还是全体村民一起来干比较好。', 'filebase': 'mp1081_05', 'lineno': 730, 'lineno_corr': 398}",果樹栽培には人手が必要だし村全体でやったほうがいいってことになったんだ。,
63663,mp1081_05,742,422,,,unmatched,evo,"{'text': '鲁伊是在战争结束之后才出生的孩子。', 'filebase': 'mp1081_05', 'lineno': 742, 'lineno_corr': 422}",ルゥイは戦争が終わってから生まれた子なんだ。,
63664,mp1081_05,744,434,,,unmatched,evo,"{'text': '我可不想让那孩子经历那种恐怖的体验。', 'filebase': 'mp1081_05', 'lineno': 744, 'lineno_corr': 434}",あの子にはあんな怖い体験させたくないよな。,
63665,mp1081_05,753,458,,,unmatched,evo,"{'text': '鲁伊那家伙看起来心情似乎很好……', 'filebase': 'mp1081_05', 'lineno': 753, 'lineno_corr': 458}",ルゥイのやつがやたらとご機嫌なんだが……,
63666,mp1081_05,755,470,,,unmatched,evo,"{'text': '遇到什么好事了？', 'filebase': 'mp1081_05', 'lineno': 755, 'lineno_corr': 470}",何かあったのか？,
